run_accession	genome_size
SRR26668573	4675935
SRR26668567	5401053
SRR26679027	4691234
SRR26680172	5462672
SRR26680181	5411272
SRR26680357	5709186
SRR26680306	5019829
SRR26680358	5093121
SRR26680389	5015648
SRR26680385	5266905
SRR26680395	5133673
SRR26680393	4991814
SRR26680378	5294572
SRR26680377	5184498
SRR26680386	5533579
SRR26680373	4976569
SRR26680401	5518642
SRR26680450	5210731
SRR26681365	4892092
SRR26681364	4891651
SRR26681371	4526870
SRR26681369	5030932
SRR26681367	4886688
SRR26681359	4769511
SRR26681373	4997430
SRR26681370	4714497
SRR26681362	4879521
SRR26681366	4863992
SRR26681372	5022725
SRR26681368	4846999
SRR26681374	4805988
SRR26681363	4983807
SRR26681361	4899833
SRR26681375	4859394
SRR26681383	4823278
SRR26681376	4884047
SRR26681386	5055088
SRR26681385	5102068
SRR26681379	4607628
SRR26681387	5103332
SRR26682781	4702580
SRR26681429	5374909
SRR26681428	5190575
SRR26682788	5447148
SRR26682919	5479808
SRR26682920	5140334
SRR26682927	4870294
SRR26682933	4492023
SRR26682925	5451464
SRR26682932	5480428
SRR26682969	5036933
SRR26682977	5048870
SRR26682973	4641119
SRR26682971	4902561
SRR26682972	4980195
SRR26682975	4727470
SRR26682976	5077254
SRR26682970	5452839
SRR26682974	4986730
SRR26683071	5187548
SRR26683072	5398166
SRR26683070	5449616
SRR26683115	5442396
SRR26683319	5605514
SRR26683330	5462329
SRR26683328	5464656
SRR26683340	5498862
SRR26683345	5271491
SRR26683341	5273079
SRR26683343	5480271
SRR26683541	5398448
SRR26683565	5450012
SRR26683551	4820796
SRR26683585	5262644
SRR26684564	5500937
SRR26684585	4516532
SRR26684584	5361875
SRR26684662	5417311
SRR26684660	5447579
SRR26684667	5494652
SRR26699646	5081228
SRR26699639	4743742
SRR26699637	4634283
SRR26700292	5178478
SRR26700350	5407855
SRR26701030	5357058
SRR26701029	5357449
SRR26701069	4994183
SRR26701787	4693386
SRR26701788	4667279
SRR26701855	4899473
SRR26701854	5453322
SRR26701841	5243530
SRR26704347	4870620
SRR26704351	5385679
SRR26704354	5150470
SRR26720981	5396331
SRR26723163	4926126
SRR26723204	5483525
SRR26724798	5527699
SRR26724797	5396794
SRR26725149	5401877
SRR26726133	5451967
SRR26726277	5120428
SRR26727562	5595138
SRR26727853	5368263
SRR26749020	5027276
SRR26749019	5279022
SRR26748986	5133754
SRR26748942	5386280
SRR26748819	5016269
SRR26748808	4624278
SRR26749018	4985175
SRR26748840	5009899
SRR26748891	5209015
SRR26748857	4863707
SRR26748853	5180363
SRR26748989	4855008
SRR26748987	5164956
SRR26748985	5204003
SRR26748984	5071479
SRR26748983	5337059
SRR26748982	5003789
SRR26748981	5089104
SRR26748979	4935177
SRR26748977	5258042
SRR26748976	5212106
SRR26748973	5152442
SRR26748972	5351621
SRR26748969	5421782
SRR26748967	5134029
SRR26748965	5232550
SRR26748963	5024160
SRR26748962	5200434
SRR26748961	5144795
SRR26748959	5261457
SRR26748958	5165553
SRR26748957	5136114
SRR26748956	5409755
SRR26748955	5184091
SRR26748954	4888562
SRR26748952	5215990
SRR26748951	5305690
SRR26748950	5253881
SRR26748947	5020297
SRR26748945	5188299
SRR26748944	4989508
SRR26748943	5125071
SRR26748941	4959224
SRR26748940	5116260
SRR26748939	5159832
SRR26748938	5126673
SRR26748937	4796480
SRR26748935	5122242
SRR26748820	5134932
SRR26748817	5401438
SRR26748816	5237748
SRR26748815	5151279
SRR26748814	4954328
SRR26748813	5491410
SRR26748812	5063595
SRR26748811	5163574
SRR26748810	5209121
SRR26748809	5117800
SRR26748807	5344611
SRR26748806	5479160
SRR26748805	5117383
SRR26748804	5086198
SRR26748803	5184519
SRR26748802	5075905
SRR26748801	5195441
SRR26748800	5135075
SRR26748799	4663657
SRR26748931	4755971
SRR26748930	5406144
SRR26748929	5310523
SRR26748928	5414568
SRR26748927	5213156
SRR26748926	5224230
SRR26748925	4901742
SRR26748924	5081706
SRR26748921	5339010
SRR26748920	4881105
SRR26748919	4992560
SRR26748917	4998016
SRR26748916	4960627
SRR26748906	4866597
SRR26749015	4999617
SRR26749014	5212152
SRR26749009	5131062
SRR26749007	4626675
SRR26749005	5227757
SRR26749004	5381169
SRR26749001	5168646
SRR26749000	5212194
SRR26748997	5093571
SRR26748990	5334671
SRR26748848	5328813
SRR26748847	5178281
SRR26748846	4999580
SRR26748841	4927222
SRR26748837	4715665
SRR26748836	5273259
SRR26748835	5108036
SRR26748834	4963806
SRR26748833	5222975
SRR26748832	5418281
SRR26748831	4883851
SRR26748830	4917076
SRR26748822	4995126
SRR26748905	5198912
SRR26748898	5241512
SRR26748897	5212839
SRR26748896	5199134
SRR26748895	5167544
SRR26748894	5283073
SRR26748893	4979590
SRR26748892	5078385
SRR26748890	5231728
SRR26748888	5301258
SRR26748887	5084895
SRR26748886	5076431
SRR26748884	5125086
SRR26748881	4800495
SRR26748878	4849585
SRR26748877	5136958
SRR26748876	4776658
SRR26748874	4887701
SRR26748872	5315974
SRR26748870	5179830
SRR26748869	5006341
SRR26748867	4796839
SRR26748866	5131763
SRR26748865	5024503
SRR26748864	4823611
SRR26748863	4820154
SRR26748862	5024053
SRR26748861	5167056
SRR26748860	5245787
SRR26748856	5096490
SRR26748854	5109281
SRR26752711	5571933
SRR26752689	5143699
SRR26754926	4790229
SRR26754915	5045225
SRR26754909	5407042
SRR26754906	5081619
SRR26754905	4840560
SRR26754903	5285301
SRR26754924	4553502
SRR26754922	5155538
SRR26754921	4749505
SRR26754920	4837101
SRR26754919	4931886
SRR26754917	5023078
SRR26754914	5076237
SRR26754913	5102913
SRR26754911	4596700
SRR26754910	4596546
SRR26754969	5085124
SRR26754962	4854792
SRR26754960	4824853
SRR26997516	5195530
SRR26760282	5097600
SRR26760305	5073426
SRR26760306	5001806
SRR26760704	4804178
SRR26760705	5448350
SRR26760153	5322782
SRR26760154	4801988
SRR26760304	5698863
SRR26760250	5213853
SRR26760303	5686608
SRR26760254	4983315
SRR26784734	5155115
SRR26767972	5602018
SRR26767071	5415080
SRR26771044	4827535
SRR26771030	5503693
SRR26771035	4787144
SRR26771028	4791930
SRR26771043	5492985
SRR26771023	4501106
SRR26770211	4571258
SRR26771036	4551707
SRR26771034	4508560
SRR26771020	4543561
SRR26770218	4555478
SRR26771026	5513766
SRR26771203	5567231
SRR26784052	4649360
SRR26784068	5335914
SRR26784426	5192467
SRR26784425	5505564
SRR26784431	5609196
SRR26784427	5458851
SRR26784429	5559246
SRR26784432	5496220
SRR26784428	5193039
SRR26799567	4984569
SRR26799568	4668629
SRR26799571	5029034
SRR26800370	5634754
SRR26800377	5494635
SRR26804216	5040321
SRR26804217	5390067
SRR26804219	5222897
SRR26804218	5263889
SRR26804215	5526304
SRR26804221	5307015
SRR26804243	5589705
SRR26804222	5270733
SRR26804244	5007727
SRR26804242	5178305
SRR26804264	5053535
SRR26804262	5253262
SRR26804265	5336102
SRR26804546	5439295
SRR26804539	5658437
SRR26804538	5039504
SRR26804547	4919207
SRR26804540	5181414
SRR26804541	5276541
SRR26804747	5602170
SRR26804745	5700955
SRR26804746	5734674
SRR26804722	5613795
SRR26804748	5617225
SRR26804744	5240263
SRR26804731	5556942
SRR26804736	4902404
SRR26804734	4724283
SRR26804732	5249955
SRR26804733	5277902
SRR26804742	4804528
SRR26804810	5744277
SRR26804806	5491155
SRR26804818	5384694
SRR26804811	5469366
SRR26804812	5535017
SRR26804814	5467841
SRR26804815	5375489
SRR26804813	5358106
SRR26804856	5450420
SRR26804946	4500000
SRR26804942	5146875
SRR26804952	4462738
SRR26804943	5187026
SRR26804940	5437050
SRR26804947	5320151
SRR26804948	4610747
SRR26804945	4655772
SRR26804950	5325757
SRR26804953	4762322
SRR26804964	5487626
SRR26805724	5242871
SRR26805723	4955719
SRR26805722	5400257
SRR26806405	5469539
SRR26806406	5427980
SRR26806535	5427784
SRR26806542	5508521
SRR26806547	5538826
SRR26806546	5437907
SRR26806543	5394600
SRR26806537	5474807
SRR26806544	5762481
SRR26806540	5539098
SRR26806539	5607020
SRR26806929	4841233
SRR26806928	4986433
SRR26806925	5240315
SRR26806924	5238992
SRR26806923	5241481
SRR26806922	5239368
SRR26806921	4958554
SRR26806920	4956509
SRR26806919	4957866
SRR26806918	4957746
SRR26806927	4957839
SRR26806926	5198833
SRR26806911	5391389
SRR26807511	5470175
SRR26807512	5989417
SRR26807513	5406330
SRR26807813	5499178
SRR26808964	4657059
SRR26808980	4820611
SRR26808997	5631436
SRR26808994	4949324
SRR26808979	4991288
SRR26808982	4662867
SRR26808992	4982397
SRR26808985	4890293
SRR26808983	5073557
SRR26809001	5053231
SRR26808995	4638981
SRR26808999	4901672
SRR26809226	4765060
SRR26809220	5139345
SRR26821752	4717087
SRR26821769	5214917
SRR26821802	5298729
SRR26821800	5153981
SRR26821834	4660257
SRR26821841	5599488
SRR26821842	5485090
SRR26821848	4632666
SRR26821844	4558291
SRR26821851	5641389
SRR26821843	4618114
SRR26821845	5238643
SRR26821846	4925466
SRR26823044	5362925
SRR26823045	5761632
SRR26823048	5269164
SRR26823047	5248261
SRR26823046	5525762
SRR26823049	5011762
SRR26823361	5085929
SRR26823359	4852732
SRR26823358	5087958
SRR26823353	5202871
SRR26823367	5793454
SRR26836438	5049103
SRR26824802	5574732
SRR26824801	5561917
SRR26824804	5499192
SRR26824803	5436979
SRR26824800	5463120
SRR26824953	5419126
SRR26824808	5444315
SRR26824952	5461071
SRR26824951	5373299
SRR26824810	5187865
SRR26824809	5313919
SRR26824947	5647013
SRR26825138	5654498
SRR26825141	4910532
SRR26825142	4903680
SRR26825140	4911831
SRR26825144	4546485
SRR26825143	4658935
SRR26825145	4882340
SRR26825160	5544865
SRR26825158	5542562
SRR26825159	5234069
SRR26825157	5420051
SRR26825363	5227781
SRR26825379	5372285
SRR26825421	4977835
SRR26827609	5106042
SRR27088444	4964622
SRR27088440	5241290
SRR26840315	5511627
SRR26838861	5479454
SRR26839105	5184071
SRR26840018	5408695
SRR26838841	5555538
SRR26838860	5460206
SRR26840320	5451815
SRR26838842	5544851
SRR26838393	5454598
SRR26840189	5703063
SRR26838201	5411654
SRR26838416	5387012
SRR26840014	5514990
SRR26838202	5472647
SRR26838840	5494169
SRR26840337	5218865
SRR26840336	5339893
SRR26840335	4833990
SRR26840332	5097029
SRR26840882	5469005
SRR26840883	5402898
SRR26841295	5608018
SRR26841337	5359205
SRR26841338	5503542
SRR26841349	5210636
SRR26841347	4942696
SRR26841353	5170758
SRR26841351	5097526
SRR26841348	5048889
SRR26841352	5094658
SRR26841350	5125108
SRR26842483	5642583
SRR26842570	5528184
SRR26846788	5383467
SRR26848053	5588844
SRR26848049	5158750
SRR26848050	4628040
SRR26848051	4474105
SRR26848052	5438570
SRR26849161	4543521
SRR26849118	4828802
SRR26849159	4605111
SRR26849160	4522570
SRR26849173	4803817
SRR26849188	5251823
SRR26849185	5099701
SRR26849182	5280121
SRR26849183	5378865
SRR26849184	5321964
SRR26849187	5237229
SRR26849186	5553144
SRR26849189	4775999
SRR26849190	4480324
SRR26849191	4777446
SRR26852375	5491348
SRR26852749	4975832
SRR26853748	4678155
SRR26852748	4874520
SRR26852747	5690903
SRR26853749	4642757
SRR26853750	4666455
SRR26852750	4599794
SRR26854113	4526726
SRR26853753	4608718
SRR26853752	4572409
SRR26853751	4745972
SRR26854361	5503573
SRR26854405	5321200
SRR26854402	5559194
SRR26854455	5195276
SRR26854460	5506158
SRR26854812	4917319
SRR26854811	5187785
SRR26854810	4999998
SRR26854809	5311097
SRR26857832	5349373
SRR26857836	5348424
SRR26857831	5409441
SRR26857830	5359432
SRR26857909	5580918
SRR26857908	5396294
SRR26857946	5563446
SRR26858104	5279014
SRR26859380	5127885
SRR26859374	5207569
SRR26859575	5230747
SRR26860190	5513869
SRR26861615	5284446
SRR26862045	5467932
SRR26864894	5470922
SRR26864889	5093775
SRR26865522	5446912
SRR26875290	4895150
SRR26875281	4829183
SRR26875280	4804397
SRR26875283	4869127
SRR26875285	4893724
SRR26875282	4901736
SRR26875288	4905078
SRR26875284	4907746
SRR26875289	4893992
SRR26875286	4911764
SRR26875287	4856734
SRR26875304	4938563
SRR26875303	4861025
SRR26875305	4804727
SRR26875306	4906551
SRR26875310	4939372
SRR26875309	4799405
SRR26875308	5028386
SRR26875307	5015232
SRR26878821	4911530
SRR26878831	4788093
SRR26878822	4554344
SRR26878829	4803361
SRR26878820	4875263
SRR26878834	5524205
SRR26878830	4911531
SRR26878832	4814300
SRR26878824	4894816
SRR26878826	4870752
SRR26878823	4835945
SRR26878828	4790855
SRR26878833	4905449
SRR26878825	4860242
SRR26887389	5514397
SRR26887653	4802219
SRR26887417	4804227
SRR26888097	4519391
SRR26888098	5368816
SRR26888102	4605953
SRR26888099	4560311
SRR26888101	4557492
SRR26888100	4593493
SRR26888780	5461997
SRR26889251	5157154
SRR26891194	4814121
SRR26891193	5058749
SRR26891191	4798347
SRR26891245	5204949
SRR26891299	5456024
SRR26891302	4806824
SRR26891303	5597758
SRR26891310	5322281
SRR26891746	4634455
SRR26891747	4766933
SRR26891742	4475858
SRR26891745	4505074
SRR26891748	4548659
SRR26891775	4801641
SRR26891743	4531774
SRR26891744	4763431
SRR26891841	5532937
SRR26891842	5509777
SRR26892091	5317386
SRR26892076	5119287
SRR26892089	5100851
SRR26892088	5198025
SRR26892087	5161519
SRR26892086	4907168
SRR26892072	5226272
SRR26892071	5121907
SRR26892070	5211113
SRR26892090	5151095
SRR26892081	5389850
SRR26892079	5044308
SRR26892078	5172901
SRR26892073	5287344
SRR26892085	5093898
SRR26892084	4787354
SRR26892082	5437426
SRR26892284	5403214
SRR26892282	4856076
SRR26892286	5427184
SRR26892293	5459208
SRR26892294	4419324
SRR26892285	5446931
SRR26892291	5526412
SRR26892289	5444113
SRR26892547	5533485
SRR26892558	4878288
SRR26892554	5457252
SRR26892737	5127652
SRR26892736	4484937
SRR26892738	5554260
SRR26892745	4950749
SRR26892758	4987646
SRR26892741	4581216
SRR26892761	5669205
SRR26892781	5309499
SRR26893037	5130702
SRR26893036	4949879
SRR26893033	5474662
SRR26893045	5021070
SRR26893044	5232583
SRR26893041	4864708
SRR26893039	4887003
SRR26893257	4548912
SRR26893498	4901661
SRR26893488	4973318
SRR26893486	4910916
SRR26893485	4901749
SRR26893484	4829094
SRR26893627	5398690
SRR26893626	5553489
SRR27175183	5030150
SRR26898674	5220055
SRR26898673	5568729
SRR26898675	5488717
SRR26900941	5050256
SRR26901185	5400576
SRR26901187	5485252
SRR26901191	4656949
SRR26901193	5509250
SRR26901194	5402427
SRR26900945	5339454
SRR26901188	5139972
SRR26902435	5215215
SRR26903381	5366101
SRR26903506	5707882
SRR26903380	4554830
SRR26903532	4512867
SRR26903513	4953576
SRR26903509	4630356
SRR26903530	4337821
SRR26903524	4774204
SRR26903525	4988913
SRR26903529	4478031
SRR26903526	4640775
SRR26903528	5029597
SRR26903527	4987102
SRR26905190	5582389
SRR26905191	5752968
SRR26905969	5498987
SRR26905944	5497500
SRR26905921	5420287
SRR26905919	5501606
SRR26905970	5457360
SRR26905918	5500168
SRR26905920	5446614
SRR26914610	5346920
SRR26914611	5354836
SRR26918570	5546230
SRR26918712	4870765
SRR26918713	5269352
SRR26918914	4896715
SRR26918926	5021925
SRR26918929	5038818
SRR26918921	5056671
SRR26918919	5039900
SRR26918918	4637119
SRR26918931	4572261
SRR26918932	5053960
SRR26918987	5039829
SRR26919001	5502284
SRR26918990	5507099
SRR26918982	5509132
SRR26919198	5264490
SRR26919250	5359375
SRR26919249	5438310
SRR26919349	5589590
SRR26919251	5476301
SRR26919256	5500546
SRR26919339	5500968
SRR26919254	5440824
SRR26919253	5412585
SRR26919291	5414532
SRR26919255	5501091
SRR26919292	5383291
SRR26919257	5381440
SRR26919357	5398034
SRR26919348	5500409
SRR26919364	4949088
SRR26919410	5053844
SRR26919612	5501648
SRR26919670	5366683
SRR26919697	5209129
SRR26920376	5587601
SRR26920381	5649077
SRR26922426	5249562
SRR26922413	5257943
SRR26922438	5498601
SRR26922454	4841991
SRR26923296	5631987
SRR26923715	4569259
SRR26923711	4677531
SRR26923713	4452820
SRR26923712	4555014
SRR26923714	4526457
SRR26923710	5591419
SRR26932032	5360022
SRR26941702	4990987
SRR26941706	4972834
SRR26941695	4983344
SRR26941696	5016895
SRR26941705	5019597
SRR26941697	4991823
SRR26941707	5031415
SRR26941700	4979606
SRR26941699	5023663
SRR26941701	4502372
SRR26941708	4552749
SRR26941703	4763430
SRR26941704	5009576
SRR26941716	5014448
SRR26941711	5052832
SRR26941715	4931505
SRR26941710	4764351
SRR26942087	5271468
SRR26942168	4795259
SRR26942167	4936972
SRR26942173	4804029
SRR26942170	4873371
SRR26942175	4859189
SRR26942169	4505061
SRR26942171	4846091
SRR26942174	5139637
SRR26942177	4809288
SRR26942176	4913772
SRR26942976	5264185
SRR26943035	5457301
SRR26943027	5440327
SRR26943033	5545950
SRR26943016	5485771
SRR27214235	5326649
SRR27214316	5254700
SRR27214318	5057966
SRR27214319	4853058
SRR27214244	4556608
SRR27214246	4949779
SRR27214253	5008487
SRR27214254	4741031
SRR27214261	5175320
SRR27214266	5647046
SRR27214274	5115586
SRR27214275	5337779
SRR27214337	5136404
SRR27214362	5033932
SRR27214231	5123913
SRR27214053	5705856
SRR26953611	5294910
SRR26954642	4650451
SRR26954641	5124533
SRR26955277	5502268
SRR26955362	5124110
SRR26955361	5285730
SRR26955360	4934681
SRR26955359	5135250
SRR26955296	5044718
SRR26955301	5598983
SRR26955290	5395134
SRR26955300	5510133
SRR26955311	4973446
SRR26955304	5140118
SRR26955307	4832959
SRR26955317	5211184
SRR26955313	5168888
SRR26955364	5111132
SRR26955312	5250783
SRR26955316	4949033
SRR26955308	4839271
SRR27049766	5103692
SRR27049755	5025464
SRR27049366	5147259
SRR27049365	5143788
SRR27049363	4917322
SRR27049358	5039493
SRR27049354	5074633
SRR27049349	4874252
SRR27049339	5184395
SRR27049338	4909916
SRR27049337	5065262
SRR27049336	5166732
SRR27049335	5239959
SRR27049897	4967203
SRR27049896	5056474
SRR27049895	5171705
SRR27049892	5057028
SRR27049884	4820483
SRR27049883	5088987
SRR27049881	4906132
SRR27049880	5227016
SRR27049879	4909729
SRR27049878	5275740
SRR27049877	5140948
SRR27049876	4890237
SRR27049875	5112311
SRR27049873	5134092
SRR27049872	5103486
SRR27049737	5096717
SRR27049733	5100826
SRR27049731	5055157
SRR27049724	5179343
SRR27049723	5117556
SRR27049334	4709963
SRR27049331	5112715
SRR27049329	5104494
SRR27049328	5179477
SRR27049327	5105833
SRR27049324	5290178
SRR27049323	5141406
SRR27049322	5221185
SRR27049312	5106562
SRR27049311	5035383
SRR27049310	5162960
SRR27049307	5192589
SRR27049306	5383048
SRR27049866	5145148
SRR27049865	5382658
SRR27049861	5200314
SRR27049860	5076073
SRR27049858	4939323
SRR27049856	5268214
SRR27049545	4935517
SRR27049544	5040528
SRR27049542	4988689
SRR27049541	4965185
SRR27049540	5073491
SRR27049539	5159005
SRR27049536	5196630
SRR27049532	5192736
SRR27049531	5301452
SRR27049530	5277981
SRR27049529	5211752
SRR27049708	5292070
SRR27049702	5160047
SRR27049693	5167887
SRR27049692	5161432
SRR27050111	5141183
SRR27050109	5222753
SRR27050108	5083010
SRR27050107	5193096
SRR27050105	4973213
SRR27050104	5222672
SRR27050103	4898539
SRR27050102	5143777
SRR27050098	5109191
SRR27050097	5054017
SRR27050096	5233857
SRR27050095	5194441
SRR27050094	5196488
SRR27050092	5254309
SRR27050091	5049955
SRR27049525	5153993
SRR27049523	5148394
SRR27049522	4659461
SRR27049521	5266015
SRR27049520	5067230
SRR27049519	5170519
SRR27049518	5046999
SRR27049517	5083592
SRR27049516	4978717
SRR27049512	5041593
SRR27049511	5220517
SRR27049509	5028389
SRR27049508	5064109
SRR27049506	5213238
SRR27049505	5042179
SRR27049504	4745593
SRR27049503	4922308
SRR27049501	5165943
SRR27049500	5189167
SRR27049499	5151344
SRR27049497	4957617
SRR27049496	5296598
SRR27049302	5156154
SRR27049301	4942495
SRR27049300	5071286
SRR27049287	5036642
SRR27049278	5087141
SRR27049275	5090390
SRR27049274	4852149
SRR27049273	4885869
SRR27049272	5367487
SRR27049271	5008106
SRR27050090	5147205
SRR27050089	5246644
SRR27050088	5155043
SRR27050087	5236989
SRR27050086	5210297
SRR27050082	5153898
SRR26956686	5278898
SRR26957685	5447412
SRR26956689	5041368
SRR26957688	5459356
SRR26957687	5495268
SRR26958054	5294619
SRR26958103	4743933
SRR26958212	5042191
SRR26959278	5259238
SRR26960033	5053017
SRR26960547	4878855
SRR26960578	5240164
SRR26960591	4992341
SRR26960626	5504460
SRR26960631	5432676
SRR26960671	5368691
SRR26960670	5413340
SRR26960667	4547850
SRR26960624	5266905
SRR26960595	5463489
SRR26961399	5562952
SRR26961400	4497480
SRR26961727	5177574
SRR26965653	5475045
SRR26965643	5666671
SRR26965669	5214225
SRR26965743	5244336
SRR26965742	5536013
SRR26965745	5315885
SRR26965751	5480411
SRR26965750	5327629
SRR26965752	5014709
SRR26965748	5360842
SRR26965957	5353046
SRR26965956	5277514
SRR26965954	5328991
SRR26969286	4927490
SRR26969285	4815931
SRR26969283	4540684
SRR26969282	4530961
SRR26969281	4744269
SRR26969280	4572726
SRR26969279	4656029
SRR26969278	4621498
SRR26969277	4746452
SRR26969276	4906743
SRR26969284	4879942
SRR26969287	5461847
SRR26969160	5495406
SRR26969153	5499368
SRR26969159	5498443
SRR26969288	5491507
SRR26969152	5498424
SRR26969161	5560102
SRR26969275	5497862
SRR26969156	5373051
SRR26969155	5555047
SRR26969297	5211495
SRR26969299	5385365
SRR26969300	4857806
SRR26969302	5134856
SRR26969298	5654657
SRR26969780	5112630
SRR26969782	4955983
SRR26969865	5149658
SRR26969779	4877168
SRR26969783	5011989
SRR26969868	5010044
SRR26969778	5226359
SRR26978582	5596590
SRR26979506	4543815
SRR26980283	4789091
SRR26985610	5099915
SRR26985609	5345106
SRR26985601	4847600
SRR26985600	5095755
SRR26985599	5296327
SRR26985597	5253104
SRR26985596	5296160
SRR26985595	5161506
SRR26985594	5039012
SRR26985607	5175998
SRR26985606	4972598
SRR26985605	5085503
SRR26985604	5048371
SRR26985603	5065532
SRR26985602	5045980
SRR26982115	4988820
SRR26982244	5454735
SRR26982118	5479009
SRR26982251	5244893
SRR26982917	4611185
SRR26982252	4585210
SRR26982313	4789416
SRR26982786	5466578
SRR26984640	5058576
SRR26984593	5061184
SRR26984594	4961212
SRR26987085	5167115
SRR26987084	5256775
SRR26987534	5319483
SRR26987537	5580174
SRR26988297	4858047
SRR26988303	5581234
SRR26988309	5558314
SRR26988314	5450996
SRR26988307	5042713
SRR26988311	5428175
SRR26988310	5268636
SRR26988308	4861553
SRR26988312	5386463
SRR26988313	4577076
SRR26988316	4957014
SRR26988321	5563647
SRR26988317	4775880
SRR26988318	4760282
SRR26988320	4858168
SRR26994160	5603215
SRR26994161	5611807
SRR26994133	4828897
SRR26994159	5705508
SRR26994651	5581626
SRR26998576	4575966
SRR26999795	5251944
SRR26999807	5186346
SRR27000790	4691457
SRR27000543	4807675
SRR27000557	4770153
SRR27002162	4398083
SRR27002183	5134083
SRR27003596	5408763
SRR27004702	5370297
SRR27004704	4575329
SRR27006115	4567184
SRR27004703	4546576
SRR27006114	4499067
SRR27006623	5103712
SRR27006622	5333125
SRR27010905	5499110
SRR27013078	5077847
SRR27013076	5078068
SRR27013077	5077853
SRR27013079	5078224
SRR27013135	5570503
SRR27013134	5503258
SRR27013137	5421401
SRR27013883	5508679
SRR27016710	4799184
SRR27017230	4629422
SRR27016799	4936794
SRR27016811	4897898
SRR27016814	4845161
SRR27016812	4908607
SRR27017074	4572475
SRR27016813	4842575
SRR27017073	4734983
SRR27016817	4895888
SRR27016815	4846973
SRR27016816	4556743
SRR27017075	4528976
SRR27018329	5317238
SRR27018328	4585315
SRR27018330	4789436
SRR27018921	5280642
SRR27019087	5523043
SRR27019089	5473856
SRR27019088	4626420
SRR27020560	5499059
SRR27020559	5081476
SRR27020670	5542618
SRR27032944	5352193
SRR27032949	5275247
SRR27034821	5152341
SRR27034967	5441806
SRR27036114	5027725
SRR27036120	5023798
SRR27036145	5034397
SRR27036144	5025940
SRR27036131	5036313
SRR27036146	5076313
SRR27041807	5217395
SRR27041805	5496870
SRR27041803	5247345
SRR27041802	4990256
SRR27042767	5393811
SRR27042773	5211307
SRR27043124	5426455
SRR27043115	4700017
SRR27043122	5115647
SRR27043127	5287285
SRR27043119	5423411
SRR27044025	5158881
SRR27044017	5616019
SRR27044054	5136352
SRR27044039	5371243
SRR27045294	4556012
SRR27045296	5249296
SRR27045297	5604216
SRR27045319	4800201
SRR27045295	5470394
SRR27045301	5531932
SRR27046363	4633429
SRR27045300	4973898
SRR27045324	5275036
SRR27045318	5497078
SRR27045314	4818943
SRR27045320	5175058
SRR27048216	5415629
SRR27048868	5150709
SRR27048863	5110372
SRR27048875	4714393
SRR27069825	5593697
SRR27069827	5205053
SRR27069826	5475111
SRR27078992	5390521
SRR27078955	5477985
SRR27080035	4516578
SRR27086624	5686321
SRR27086625	5382335
SRR27086665	5503637
SRR27086664	5521404
SRR27087724	4837514
SRR27087723	4771972
SRR27088439	4689693
SRR27088438	4486731
SRR27088450	4970196
SRR27088449	5295344
SRR27088448	5498151
SRR27089153	5452405
SRR27088749	5666203
SRR27088566	5580309
SRR27089949	4606323
SRR27089948	4539476
SRR27109949	5501072
SRR27109950	4681320
SRR27109948	4960669
SRR27110044	5509662
SRR27110463	5108388
SRR27110462	5160278
SRR27110455	5107059
SRR27110454	5249312
SRR27110453	4917116
SRR27110451	5199399
SRR27110450	5143768
SRR27110449	5119800
SRR27110448	4781818
SRR27110461	5589439
SRR27110460	5191509
SRR27110459	4767526
SRR27110458	5108668
SRR27110456	5340769
SRR27110469	5429300
SRR27110444	5645005
SRR27110467	5521648
SRR27113589	4465724
SRR27151388	4733608
SRR27114613	5259720
SRR27114542	5192417
SRR27115396	5148142
SRR27114612	5106891
SRR27114541	5418478
SRR27115609	5052688
SRR27115401	5364787
SRR27114560	5353551
SRR27115395	4964186
SRR27115402	5493718
SRR27114561	5311356
SRR27115404	5222241
SRR27115689	5084024
SRR27115693	5354248
SRR27128888	5213182
SRR27128894	5050238
SRR27128898	5142422
SRR27128896	5181603
SRR27128883	5353363
SRR27128895	5099789
SRR27128882	5059147
SRR27128886	5047360
SRR27128893	5256193
SRR27128899	5094349
SRR27128891	4805088
SRR27128890	5112459
SRR27128887	5021408
SRR27128892	5059746
SRR27128897	5126112
SRR27128885	4971651
SRR27129029	4611624
SRR27129028	5193873
SRR27129033	4569785
SRR27129034	4894442
SRR27129128	4908214
SRR27129127	4934268
SRR27130172	5062032
SRR27130358	4933068
SRR27130350	5363671
SRR27130355	5182989
SRR27130351	5455601
SRR27130357	5095272
SRR27130353	5501342
SRR27130354	4836842
SRR27130359	5109148
SRR27130356	5272305
SRR27130349	4986666
SRR27130376	4907784
SRR27130377	4886152
SRR27130375	4793291
SRR27130373	5217265
SRR27130378	4799331
SRR27130374	4890965
SRR27130387	4970221
SRR27130388	4505828
SRR27130560	5463222
SRR27130621	5440130
SRR27130622	5546349
SRR27130709	5279213
SRR27130704	5515043
SRR27130701	4693374
SRR27130705	5092132
SRR27130702	5629444
SRR27130703	5532835
SRR27130711	5583424
SRR27130707	5447100
SRR27130788	5413396
SRR27130789	5372109
SRR27131771	5191269
SRR27132500	5434000
SRR27132502	5497863
SRR27132505	4983554
SRR27132501	5336210
SRR27132504	5273647
SRR27132512	5672963
SRR27132513	5163970
SRR27132520	4990518
SRR27135499	5162951
SRR27135497	5163235
SRR27132514	5165726
